bag_id,n_good_frames,angle_mean,angle_median,angle_std,angle_min,angle_max,angle_q25,angle_q75,angle_iqr,angle_range,angle_cv,angle_mad,bcs_raw
BCS4__Cow_31,12,169.55071258544922,169.1911849975586,1.3005668099844798,168.07269287109375,172.78538513183594,168.89869689941406,169.9624252319336,1.0637283325195312,4.7126922607421875,0.0076706655498662525,0.663909912109375,4
BCS4__Cow_32_0035,8,166.13875007629395,168.3901138305664,6.186460535124705,154.45529174804688,172.84152221679688,165.1092758178711,169.39488983154297,4.285614013671875,18.38623046875,0.03723671047412942,1.23828125,4
BCS4__Cow_33,21,168.46418980189733,169.07423400878906,7.182870572818759,139.07327270507812,175.49855041503906,168.40615844726562,169.85963439941406,1.4534759521484375,36.42527770996094,0.04263737344574735,0.785400390625,4
BCS4__Cow_4,4,171.1650505065918,170.890869140625,1.2492164416203748,170.01800537109375,172.86045837402344,170.36289596557617,171.69302368164062,1.3301277160644531,2.8424530029296875,0.007298314918396649,0.6429367065429688,4
BCS4__Cow_41,3,173.53165690104166,173.58253479003906,0.14180748561999887,173.37142944335938,173.64100646972656,173.47698211669922,173.6117706298828,0.13478851318359375,0.2695770263671875,0.0008171851070428386,0.0584716796875,4
BCS4__Cow_42,11,169.53069790926847,170.15748596191406,2.9497118589031275,163.558837890625,174.01751708984375,167.7386932373047,170.8009033203125,3.0622100830078125,10.45867919921875,0.017399278686871158,1.7302093505859375,4
BCS4__Cow_44_1,22,168.8897136341442,169.5338592529297,2.4097678466250163,162.3145294189453,171.41650390625,168.99551010131836,170.12125778198242,1.1257476806640625,9.101974487304688,0.014268292572543253,0.5962905883789062,4
BCS4__Cow_47_1,7,165.7034432547433,167.72900390625,5.269604956927204,156.34890747070312,171.13034057617188,163.53966522216797,168.8182601928711,5.278594970703125,14.78143310546875,0.031801420980890574,1.5468292236328125,4
BCS4__Cow_48,3,170.2166493733724,169.8970947265625,1.4769267984116141,168.9256591796875,171.8271942138672,169.411376953125,170.86214447021484,1.4507675170898438,2.9015350341796875,0.00867674698009098,0.971435546875,4
BCS4__Cow_49,7,166.84999302455358,168.58377075195312,6.234446671841888,158.72865295410156,172.9605255126953,161.3713607788086,172.4671401977539,11.095779418945312,14.23187255859375,0.03736557945749767,4.3767547607421875,4
BCS4__Cow_4_1,39,165.05338972042767,162.8761444091797,3.410624651532327,161.31072998046875,171.37411499023438,162.3926010131836,168.84464263916016,6.4520416259765625,10.063385009765625,0.02066376617474712,0.81854248046875,4
BCS4__Cow_51,4,167.4988555908203,170.36343383789062,6.396743233638329,157.97549438476562,171.29306030273438,166.67282104492188,171.18946838378906,4.5166473388671875,13.31756591796875,0.03818977276635733,0.860565185546875,4
BCS4__Cow_51_0035,4,167.76805114746094,167.1292495727539,2.631711884814624,165.4217529296875,171.39195251464844,166.09219360351562,168.80510711669922,2.7129135131835938,5.9701995849609375,0.01568660938012245,1.2605361938476562,4
BCS4__Cow_55,4,170.0308494567871,172.30039978027344,6.661425619701686,160.50975036621094,175.01284790039062,167.91492462158203,174.41632461547852,6.501399993896484,14.503097534179688,0.03917774710285541,2.3147659301757812,4
BCS4__Cow_6,7,167.99007524762834,168.26824951171875,2.7130322195530896,162.49050903320312,171.4034881591797,167.92150115966797,168.96263885498047,1.0411376953125,8.912979125976562,0.016149955380125303,0.4183807373046875,4
BCS4__Cow_7,15,171.99772135416666,172.04896545410156,0.7708580408868978,170.7367401123047,173.40505981445312,171.53472900390625,172.30738067626953,0.7726516723632812,2.6683197021484375,0.004481792170371818,0.5119476318359375,4
BCS4__Cow_8,26,168.7245377760667,169.750732421875,2.9676852014772646,161.96873474121094,172.28274536132812,167.08529663085938,170.59107971191406,3.5057830810546875,10.314010620117188,0.017588936621749783,0.9958419799804688,4
